name,patterns,N,k,max_abs_nonzero,empirical_k_nc,argmax_m,argmax_symbolic
K4_001_010_101_110,001 010 101 110,8192,5,0.30901708160785213,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^4)
K4_001_010_101_110,001 010 101 110,8192,6,0.5000000447034814,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^5)
K4_001_010_101_110,001 010 101 110,8192,7,0.6234898310765026,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^6)
K4_001_010_101_110,001 010 101 110,8192,8,0.7071068022599712,No,1,(1/8192) * (4095*zeta^1 + 4097*zeta^7)
K4_1_01_10,1 01 10,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_01_10,1 01 10,8192,3,0.1889130671732753,No,1,(1/8192) * (2925 + 3511*zeta^1 + 1756*zeta^2)
K4_1_01_10,1 01 10,8192,4,0.002566381352737872,Yes,51,(1/8192) * (1793 + 2292*zeta^1 + 1794*zeta^2 + 2313*zeta^3)
K4_1_01_10,1 01 10,8192,5,0.15935052316044798,No,1,(1/8192) * (2643 + 1322*zeta^1 + 660*zeta^2 + 2378*zeta^3 + 1189*zeta^4)
K4_1_01_10,1 01 10,8192,6,0.2887104313231385,No,1,(1/8192) * (2600 + 1300*zeta^1 + 650*zeta^2 + 325*zeta^3 + 2211*zeta^4 + 1106*zeta^5)
K4_1_01_10,1 01 10,8192,7,0.3936712344188521,No,1,(1/8192) * (2580 + 1290*zeta^1 + 645*zeta^2 + 323*zeta^3 + 162*zeta^4 + 2128*zeta^5 + 1064*zeta^6)
K4_1_01_10,1 01 10,8192,8,0.4798172609966308,No,1,(1/8192) * (2570 + 1285*zeta^1 + 643*zeta^2 + 322*zeta^3 + 160*zeta^4 + 80*zeta^5 + 2088*zeta^6 + 1044*zeta^7)
K4_1_01_001_101,1 01 001 101,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_01_001_101,1 01 001 101,8192,3,0.3408269362366175,No,1,(1/8192) * (3804 + 877*zeta^1 + 3511*zeta^2)
K4_1_01_001_101,1 01 001 101,8192,4,0.0035421430977898172,Yes,43,(1/8192) * (2120 + 1962*zeta^1 + 2149*zeta^2 + 1961*zeta^3)
K4_1_01_001_101,1 01 001 101,8192,5,0.14126089884013435,No,1,(1/8192) * (1189 + 595*zeta^1 + 3370*zeta^2 + 660*zeta^3 + 2378*zeta^4)
K4_1_01_001_101,1 01 001 101,8192,6,0.14715990070991858,No,32,(1/8192) * (1200 + 1632*zeta^1 + 800*zeta^2 + 1424*zeta^3 + 720*zeta^4 + 2416*zeta^5)
K4_1_01_001_101,1 01 001 101,8192,7,0.24715681016309685,No,16,(1/8192) * (1176 + 1616*zeta^1 + 800*zeta^2 + 400*zeta^3 + 1224*zeta^4 + 616*zeta^5 + 2360*zeta^6)
K4_1_01_001_101,1 01 001 101,8192,8,0.3400996539434486,No,8,(1/8192) * (1164 + 1608*zeta^1 + 800*zeta^2 + 400*zeta^3 + 200*zeta^4 + 1124*zeta^5 + 564*zeta^6 + 2332*zeta^7)
K4_1_01_010_110,1 01 010 110,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_01_010_110,1 01 010 110,8192,3,0.1889130671732753,No,1,(1/8192) * (2925 + 3511*zeta^1 + 1756*zeta^2)
K4_1_01_010_110,1 01 010 110,8192,4,0.002566381352737872,Yes,51,(1/8192) * (1793 + 2292*zeta^1 + 1794*zeta^2 + 2313*zeta^3)
K4_1_01_010_110,1 01 010 110,8192,5,0.15935052316044798,No,1,(1/8192) * (2643 + 1322*zeta^1 + 660*zeta^2 + 2378*zeta^3 + 1189*zeta^4)
K4_1_01_010_110,1 01 010 110,8192,6,0.2887104313231385,No,1,(1/8192) * (2600 + 1300*zeta^1 + 650*zeta^2 + 325*zeta^3 + 2211*zeta^4 + 1106*zeta^5)
K4_1_01_010_110,1 01 010 110,8192,7,0.3936712344188521,No,1,(1/8192) * (2580 + 1290*zeta^1 + 645*zeta^2 + 323*zeta^3 + 162*zeta^4 + 2128*zeta^5 + 1064*zeta^6)
K4_1_01_010_110,1 01 010 110,8192,8,0.4798172609966308,No,1,(1/8192) * (2570 + 1285*zeta^1 + 643*zeta^2 + 322*zeta^3 + 160*zeta^4 + 80*zeta^5 + 2088*zeta^6 + 1044*zeta^7)
K4_1_10_001_101,1 10 001 101,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_10_001_101,1 10 001 101,8192,3,0.1889130671732753,No,1,(1/8192) * (2925 + 3511*zeta^1 + 1756*zeta^2)
K4_1_10_001_101,1 10 001 101,8192,4,0.002566381352737872,Yes,51,(1/8192) * (1793 + 2292*zeta^1 + 1794*zeta^2 + 2313*zeta^3)
K4_1_10_001_101,1 10 001 101,8192,5,0.15935052316044798,No,1,(1/8192) * (2643 + 1322*zeta^1 + 660*zeta^2 + 2378*zeta^3 + 1189*zeta^4)
K4_1_10_001_101,1 10 001 101,8192,6,0.2887104313231385,No,1,(1/8192) * (2600 + 1300*zeta^1 + 650*zeta^2 + 325*zeta^3 + 2211*zeta^4 + 1106*zeta^5)
K4_1_10_001_101,1 10 001 101,8192,7,0.3936712344188521,No,1,(1/8192) * (2580 + 1290*zeta^1 + 645*zeta^2 + 323*zeta^3 + 162*zeta^4 + 2128*zeta^5 + 1064*zeta^6)
K4_1_10_001_101,1 10 001 101,8192,8,0.4798172609966308,No,1,(1/8192) * (2570 + 1285*zeta^1 + 643*zeta^2 + 322*zeta^3 + 160*zeta^4 + 80*zeta^5 + 2088*zeta^6 + 1044*zeta^7)
K4_1_10_010_110,1 10 010 110,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_10_010_110,1 10 010 110,8192,3,0.2500261948690365,No,1,(1/8192) * (1463 + 3804*zeta^1 + 2925*zeta^2)
K4_1_10_010_110,1 10 010 110,8192,4,0.003542143097789728,Yes,43,(1/8192) * (2149 + 1961*zeta^1 + 2120*zeta^2 + 1962*zeta^3)
K4_1_10_010_110,1 10 010 110,8192,5,0.21996802279048724,No,1,(1/8192) * (1322 + 2708*zeta^1 + 330*zeta^2 + 1189*zeta^3 + 2643*zeta^4)
K4_1_10_010_110,1 10 010 110,8192,6,0.38170816766761445,No,1,(1/8192) * (1300 + 2698*zeta^1 + 325*zeta^2 + 163*zeta^3 + 1106*zeta^4 + 2600*zeta^5)
K4_1_10_010_110,1 10 010 110,8192,7,0.4998734358131422,No,1,(1/8192) * (1290 + 2693*zeta^1 + 323*zeta^2 + 162*zeta^3 + 80*zeta^4 + 1064*zeta^5 + 2580*zeta^6)
K4_1_10_010_110,1 10 010 110,8192,8,0.5878128873929263,No,1,(1/8192) * (1285 + 2691*zeta^1 + 322*zeta^2 + 160*zeta^3 + 80*zeta^4 + 40*zeta^5 + 1044*zeta^6 + 2570*zeta^7)
K4_1_11_011_111,1 11 011 111,8192,2,0.3359375,No,32,(1/8192) * (2720 + 5472*zeta^1)
K4_1_11_011_111,1 11 011 111,8192,3,0.2501831278041319,No,1,(1/8192) * (4097 + 2047*zeta^1 + 2048*zeta^2)
K4_1_11_011_111,1 11 011 111,8192,4,0.0035421430977898155,Yes,43,(1/8192) * (2120 + 1961*zeta^1 + 2149*zeta^2 + 1962*zeta^3)
K4_1_11_011_111,1 11 011 111,8192,5,0.18720965137154721,No,1,(1/8192) * (1123 + 793*zeta^1 + 2246*zeta^2 + 1586*zeta^3 + 2444*zeta^4)
K4_1_11_011_111,1 11 011 111,8192,6,0.3004908212300866,No,1,(1/8192) * (1366 + 682*zeta^1 + 2731*zeta^3 + 1365*zeta^4 + 2048*zeta^5)
K4_1_11_011_111,1 11 011 111,8192,7,0.3763975550901607,No,1,(1/8192) * (1161 + 549*zeta^1 + 145*zeta^2 + 580*zeta^3 + 2322*zeta^4 + 1097*zeta^5 + 2338*zeta^6)
K4_1_11_011_111,1 11 011 111,8192,8,0.43133556059942635,No,1,(1/8192) * (1044 + 643*zeta^1 + 80*zeta^2 + 522*zeta^3 + 322*zeta^4 + 2088*zeta^5 + 1285*zeta^6 + 2208*zeta^7)
K4_001_010_100_111,001 010 100 111,8192,2,0.666748046875,No,1,(1/8192) * (1365 + 6827*zeta^1)
K4_001_010_100_111,001 010 100 111,8192,3,0.3688844266040543,No,1,(1/8192) * (732 + 3949*zeta^1 + 3511*zeta^2)
K4_001_010_100_111,001 010 100 111,8192,4,0.002934769355510562,Yes,51,(1/8192) * (2140 + 1973*zeta^1 + 2123*zeta^2 + 1956*zeta^3)
K4_001_010_100_111,001 010 100 111,8192,5,0.2623704162305714,No,1,(1/8192) * (660 + 3402*zeta^1 + 165*zeta^2 + 595*zeta^3 + 3370*zeta^4)
K4_001_010_100_111,001 010 100 111,8192,6,0.43885234880678275,No,1,(1/8192) * (650 + 3397*zeta^1 + 163*zeta^2 + 82*zeta^3 + 552*zeta^4 + 3348*zeta^5)
K4_001_010_100_111,001 010 100 111,8192,7,0.5603206711078443,No,1,(1/8192) * (645 + 3395*zeta^1 + 162*zeta^2 + 80*zeta^3 + 40*zeta^4 + 532*zeta^5 + 3338*zeta^6)
K4_001_010_100_111,001 010 100 111,8192,8,0.6465107496255837,No,1,(1/8192) * (643 + 3394*zeta^1 + 160*zeta^2 + 80*zeta^3 + 40*zeta^4 + 20*zeta^5 + 522*zeta^6 + 3333*zeta^7)
K4_001_011_100_110,001 011 100 110,8192,2,1.0,No,2,(1/8192) * (8192*zeta^1)
K4_001_011_100_110,001 011 100 110,8192,3,0.3126831233396717,No,2,(1/8192) * (1023 + 3584*zeta^1 + 3585*zeta^2)
K4_001_011_100_110,001 011 100 110,8192,4,0.002685546874999954,Yes,55,(1/8192) * (2059 + 2048*zeta^1 + 2037*zeta^2 + 2048*zeta^3)
K4_001_011_100_110,001 011 100 110,8192,5,0.202475088576788,No,1,(1/8192) * (2049 + 2048*zeta^1 + 1023*zeta^2 + 1024*zeta^3 + 2048*zeta^4)
K4_001_011_100_110,001 011 100 110,8192,6,0.3751831203626383,No,1,(1/8192) * (2049 + 2048*zeta^1 + 1023*zeta^2 + 1024*zeta^4 + 2048*zeta^5)
K4_001_011_100_110,001 011 100 110,8192,7,0.5062639149408155,No,1,(1/8192) * (2049 + 2048*zeta^1 + 1023*zeta^2 + 1024*zeta^5 + 2048*zeta^6)
K4_001_011_100_110,001 011 100 110,8192,8,0.6036754732478034,No,1,(1/8192) * (2049 + 2048*zeta^1 + 1023*zeta^2 + 1024*zeta^6 + 2048*zeta^7)
TM,1,16384,2,0.3359375,No,64,(1/16384) * (5440 + 10944*zeta^1)
TM,1,16384,3,0.3790723299039749,No,32,(1/16384) * (4672 + 2336*zeta^1 + 9376*zeta^2)
TM,1,16384,4,0.4489639222873314,No,64,(1/16384) * (4352 + 2176*zeta^1 + 1088*zeta^2 + 8768*zeta^3)
TM,1,16384,5,0.5157892178065822,No,16,(1/16384) * (4224 + 2112*zeta^1 + 1056*zeta^2 + 528*zeta^3 + 8464*zeta^4)
TM,1,16384,6,0.5784812036096656,No,64,(1/16384) * (4160 + 2112*zeta^1 + 1024*zeta^2 + 512*zeta^3 + 256*zeta^4 + 8320*zeta^5)
TM,1,16384,7,0.6337805603812409,No,64,(1/16384) * (4160 + 2048*zeta^1 + 1024*zeta^2 + 512*zeta^3 + 256*zeta^4 + 128*zeta^5 + 8256*zeta^6)
TM,1,16384,8,0.6795356458404788,No,32,(1/16384) * (4128 + 2048*zeta^1 + 1024*zeta^2 + 512*zeta^3 + 256*zeta^4 + 128*zeta^5 + 64*zeta^6 + 8224*zeta^7)
RS,11,16384,2,6.123233995736766e-17,Yes,1,(1/16384) * (8192 + 8192*zeta^1)
RS,11,16384,3,0.3406445889133622,No,1,(1/16384) * (7607 + 1756*zeta^1 + 7021*zeta^2)
RS,11,16384,4,0.4999755913021799,No,1,(1/16384) * (7373 + 1639*zeta^1 + 819*zeta^2 + 6553*zeta^3)
RS,11,16384,5,0.5950413466665254,No,1,(1/16384) * (7267 + 1585*zeta^1 + 793*zeta^2 + 397*zeta^3 + 6342*zeta^4)
RS,11,16384,6,0.6614493650419151,No,1,(1/16384) * (7217 + 1561*zeta^1 + 780*zeta^2 + 390*zeta^3 + 195*zeta^4 + 6241*zeta^5)
RS,11,16384,7,0.7119787271019609,No,1,(1/16384) * (7192 + 1548*zeta^1 + 774*zeta^2 + 387*zeta^3 + 193*zeta^4 + 97*zeta^5 + 6193*zeta^6)
RS,11,16384,8,0.752138322073187,No,1,(1/16384) * (7180 + 1542*zeta^1 + 771*zeta^2 + 385*zeta^3 + 193*zeta^4 + 97*zeta^5 + 48*zeta^6 + 6168*zeta^7)
RS*TM,11 1,16384,2,0.0023193359375,Yes,53,(1/16384) * (8173 + 8211*zeta^1)
RS*TM,11 1,16384,3,0.24998692388908306,No,1,(1/16384) * (2926 + 5851*zeta^1 + 7607*zeta^2)
RS*TM,11 1,16384,4,0.3726688986656968,No,1,(1/16384) * (2731 + 1365*zeta^1 + 5462*zeta^2 + 6826*zeta^3)
RS*TM,11 1,16384,5,0.44242836675078817,No,1,(1/16384) * (2378 + 1322*zeta^1 + 1189*zeta^2 + 4756*zeta^3 + 6739*zeta^4)
RS*TM,11 1,16384,6,0.49093031783286495,No,1,(1/16384) * (2341 + 1170*zeta^1 + 1171*zeta^2 + 585*zeta^3 + 4681*zeta^4 + 6436*zeta^5)
RS*TM,11 1,16384,7,0.5295142774188436,No,1,(1/16384) * (2193 + 1161*zeta^1 + 1096*zeta^2 + 581*zeta^3 + 548*zeta^4 + 4387*zeta^5 + 6418*zeta^6)
RS*TM,11 1,16384,8,0.5624786310619155,No,1,(1/16384) * (2185 + 1092*zeta^1 + 1093*zeta^2 + 546*zeta^3 + 546*zeta^4 + 273*zeta^5 + 4369*zeta^6 + 6280*zeta^7)
"A_{1,101,111}",1 101 111,16384,2,0.0013427734375,Yes,53,(1/16384) * (8203 + 8181*zeta^1)
"A_{1,101,111}",1 101 111,16384,3,0.2465826657730852,No,2,(1/16384) * (2780 + 6582*zeta^1 + 7022*zeta^2)
"A_{1,101,111}",1 101 111,16384,4,0.35834980980378517,No,2,(1/16384) * (2390 + 1707*zeta^1 + 5802*zeta^2 + 6485*zeta^3)
"A_{1,101,111}",1 101 111,16384,5,0.4244310652597514,No,2,(1/16384) * (2180 + 1553*zeta^1 + 1090*zeta^2 + 5384*zeta^3 + 6177*zeta^4)
"A_{1,101,111}",1 101 111,16384,6,0.4719096979432464,No,2,(1/16384) * (2048 + 1462*zeta^1 + 1024*zeta^2 + 732*zeta^3 + 5120*zeta^4 + 5998*zeta^5)
"A_{1,101,111}",1 101 111,16384,7,0.5103540683692073,No,2,(1/16384) * (1968 + 1403*zeta^1 + 984*zeta^2 + 702*zeta^3 + 491*zeta^4 + 4958*zeta^5 + 5878*zeta^6)
"A_{1,101,111}",1 101 111,16384,8,0.5441755473697193,No,2,(1/16384) * (1912 + 1365*zeta^1 + 955*zeta^2 + 682*zeta^3 + 478*zeta^4 + 342*zeta^5 + 4847*zeta^6 + 5803*zeta^7)
"{101,111}",101 111,16384,2,6.123233995736766e-17,Yes,1,(1/16384) * (8192 + 8192*zeta^1)
"{101,111}",101 111,16384,3,0.29603124854668594,No,1,(1/16384) * (7753 + 2340*zeta^1 + 6291*zeta^2)
"{101,111}",101 111,16384,4,0.4809734515954897,No,1,(1/16384) * (7578 + 2252*zeta^1 + 614*zeta^2 + 5940*zeta^3)
"{101,111}",101 111,16384,5,0.5975368644747204,No,1,(1/16384) * (7498 + 2214*zeta^1 + 595*zeta^2 + 297*zeta^3 + 5780*zeta^4)
"{101,111}",101 111,16384,6,0.6761424334246692,No,1,(1/16384) * (7461 + 2194*zeta^1 + 585*zeta^2 + 292*zeta^3 + 146*zeta^4 + 5706*zeta^5)
"{101,111}",101 111,16384,7,0.7322598775631234,No,1,(1/16384) * (7442 + 2185*zeta^1 + 580*zeta^2 + 290*zeta^3 + 146*zeta^4 + 73*zeta^5 + 5668*zeta^6)
"{101,111}",101 111,16384,8,0.7745945634535069,No,1,(1/16384) * (7433 + 2180*zeta^1 + 578*zeta^2 + 290*zeta^3 + 145*zeta^4 + 72*zeta^5 + 36*zeta^6 + 5650*zeta^7)
{01},01,16384,2,0.0023193359375,Yes,53,(1/16384) * (8173 + 8211*zeta^1)
{01},01,16384,3,0.25009155832026475,No,1,(1/16384) * (8193 + 4095*zeta^1 + 4096*zeta^2)
{01},01,16384,4,0.5000610388810856,No,1,(1/16384) * (8193 + 4095*zeta^1 + 4096*zeta^3)
{01},01,16384,5,0.6545506740171345,No,1,(1/16384) * (8193 + 4095*zeta^1 + 4096*zeta^4)
{01},01,16384,6,0.7500305194406942,No,1,(1/16384) * (8193 + 4095*zeta^1 + 4096*zeta^5)
{01},01,16384,7,0.8117678826907102,No,1,(1/16384) * (8193 + 4095*zeta^1 + 4096*zeta^6)
{01},01,16384,8,0.8535712684677379,No,1,(1/16384) * (8193 + 4095*zeta^1 + 4096*zeta^7)
{10},10,16384,2,0.0023193359375,Yes,53,(1/16384) * (8211 + 8173*zeta^1)
{10},10,16384,3,0.2500228871359518,No,64,(1/16384) * (8192 + 4064*zeta^1 + 4128*zeta^2)
{10},10,16384,4,0.5000152585562389,No,64,(1/16384) * (8192 + 4064*zeta^1 + 4128*zeta^3)
{10},10,16384,5,0.6545190406664798,No,64,(1/16384) * (8192 + 4064*zeta^1 + 4128*zeta^4)
{10},10,16384,6,0.7500076293557265,No,64,(1/16384) * (8192 + 4064*zeta^1 + 4128*zeta^5)
{10},10,16384,7,0.8117506459987299,No,64,(1/16384) * (8192 + 4064*zeta^1 + 4128*zeta^6)
{10},10,16384,8,0.853557859777417,No,64,(1/16384) * (8192 + 4064*zeta^1 + 4128*zeta^7)
"{01,10,11}",01 10 11,16384,2,6.123233995736766e-17,Yes,1,(1/16384) * (8192 + 8192*zeta^1)
"{01,10,11}",01 10 11,16384,3,0.34073096145212367,No,1,(1/16384) * (7607 + 1755*zeta^1 + 7022*zeta^2)
"{01,10,11}",01 10 11,16384,4,0.5000488287209882,No,1,(1/16384) * (7373 + 1638*zeta^1 + 819*zeta^2 + 6554*zeta^3)
"{01,10,11}",01 10 11,16384,5,0.5950612868492495,No,1,(1/16384) * (7267 + 1586*zeta^1 + 793*zeta^2 + 396*zeta^3 + 6342*zeta^4)
"{01,10,11}",01 10 11,16384,6,0.661483967214278,No,1,(1/16384) * (7217 + 1560*zeta^1 + 780*zeta^2 + 390*zeta^3 + 195*zeta^4 + 6242*zeta^5)
"{01,10,11}",01 10 11,16384,7,0.7118833202745674,No,1,(1/16384) * (7192 + 1548*zeta^1 + 774*zeta^2 + 387*zeta^3 + 194*zeta^4 + 97*zeta^5 + 6192*zeta^6)
"{01,10,11}",01 10 11,16384,8,0.7521219052825737,No,1,(1/16384) * (7180 + 1542*zeta^1 + 771*zeta^2 + 386*zeta^3 + 193*zeta^4 + 96*zeta^5 + 48*zeta^6 + 6168*zeta^7)
A_3,101 111,16384,2,6.123233995736766e-17,Yes,1,(1/16384) * (8192 + 8192*zeta^1)
A_3,101 111,16384,3,0.29603124854668594,No,1,(1/16384) * (7753 + 2340*zeta^1 + 6291*zeta^2)
A_3,101 111,16384,4,0.4809734515954897,No,1,(1/16384) * (7578 + 2252*zeta^1 + 614*zeta^2 + 5940*zeta^3)
A_3,101 111,16384,5,0.5975368644747204,No,1,(1/16384) * (7498 + 2214*zeta^1 + 595*zeta^2 + 297*zeta^3 + 5780*zeta^4)
A_3,101 111,16384,6,0.6761424334246692,No,1,(1/16384) * (7461 + 2194*zeta^1 + 585*zeta^2 + 292*zeta^3 + 146*zeta^4 + 5706*zeta^5)
A_3,101 111,16384,7,0.7322598775631234,No,1,(1/16384) * (7442 + 2185*zeta^1 + 580*zeta^2 + 290*zeta^3 + 146*zeta^4 + 73*zeta^5 + 5668*zeta^6)
A_3,101 111,16384,8,0.7745945634535069,No,1,(1/16384) * (7433 + 2180*zeta^1 + 578*zeta^2 + 290*zeta^3 + 145*zeta^4 + 72*zeta^5 + 36*zeta^6 + 5650*zeta^7)
A_4,1001 1011 1101 1111,16384,2,6.123233995736766e-17,Yes,1,(1/16384) * (8192 + 8192*zeta^1)
A_4,1001 1011 1101 1111,16384,3,0.28868190737623856,No,2,(1/16384) * (7571 + 2377*zeta^1 + 6436*zeta^2)
A_4,1001 1011 1101 1111,16384,4,0.4650111818507333,No,2,(1/16384) * (7372 + 2152*zeta^1 + 820*zeta^2 + 6040*zeta^3)
A_4,1001 1011 1101 1111,16384,5,0.5835079824458344,No,1,(1/16384) * (7417 + 2428*zeta^1 + 701*zeta^2 + 222*zeta^3 + 5616*zeta^4)
A_4,1001 1011 1101 1111,16384,6,0.6699980561785113,No,1,(1/16384) * (7387 + 2413*zeta^1 + 694*zeta^2 + 220*zeta^3 + 111*zeta^4 + 5559*zeta^5)
A_4,1001 1011 1101 1111,16384,7,0.7319327297102531,No,1,(1/16384) * (7373 + 2406*zeta^1 + 692*zeta^2 + 219*zeta^3 + 109*zeta^4 + 54*zeta^5 + 5531*zeta^6)
A_4,1001 1011 1101 1111,16384,8,0.7780107292831732,No,1,(1/16384) * (7366 + 2404*zeta^1 + 691*zeta^2 + 217*zeta^3 + 108*zeta^4 + 54*zeta^5 + 27*zeta^6 + 5517*zeta^7)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,16384,2,6.123233995736766e-17,Yes,1,(1/16384) * (8192 + 8192*zeta^1)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,16384,3,0.29078398196429783,No,4,(1/16384) * (7588 + 2355*zeta^1 + 6441*zeta^2)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,16384,4,0.47145722950283436,No,4,(1/16384) * (7400 + 2096*zeta^1 + 792*zeta^2 + 6096*zeta^3)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,16384,5,0.5831713542692124,No,4,(1/16384) * (7293 + 2048*zeta^1 + 629*zeta^2 + 492*zeta^3 + 5922*zeta^4)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,16384,6,0.6660876221210497,No,2,(1/16384) * (7349 + 2333*zeta^1 + 689*zeta^2 + 248*zeta^3 + 154*zeta^4 + 5611*zeta^5)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,16384,7,0.7276034914026701,No,2,(1/16384) * (7337 + 2327*zeta^1 + 683*zeta^2 + 244*zeta^3 + 121*zeta^4 + 91*zeta^5 + 5581*zeta^6)
A_5,10001 10011 10101 10111 11001 11011 11101 11111,16384,8,0.7762009821050325,No,1,(1/16384) * (7319 + 2444*zeta^1 + 773*zeta^2 + 226*zeta^3 + 81*zeta^4 + 40*zeta^5 + 19*zeta^6 + 5482*zeta^7)
K4_01_001_101,01 001 101,16384,2,1.0,No,1,(1/16384) * (16384)
